/* DATA DESCRIPTION:
Citation:	Naafs, Bernhard David A; Hefter, Jens; Acton, Gary D; Haug, Gerald H; Martinez-Garcia, Alfredo; Pancost, Richard D; Stein, Ruediger (2012): Concentrations and accumulation rates of biomarkers and SSTs at IODP Site 306-U1313. PANGAEA, https://doi.org/10.1594/PANGAEA.757946, 
	In supplement to: Naafs, BDA et al. (2012): Strengthening of North American dust sources during the late Pliocene (2.7 Ma). Earth and Planetary Science Letters, 317-318, 8-19, https://doi.org/10.1016/j.epsl.2011.11.026
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: http://www.iodp.org/)
Coverage:	LATITUDE: 41.000000 * LONGITUDE: -32.957300
	DATE/TIME START: 2004-03-28T00:00:00 * DATE/TIME END: 2004-04-02T00:00:00
	MINIMUM DEPTH, sediment/rock: 0.00 m * MAXIMUM DEPTH, sediment/rock: 144.82 m
Event(s):	306-U1313 * LATITUDE: 41.000000 * LONGITUDE: -32.957300 * DATE/TIME START: 2004-03-28T00:00:00 * DATE/TIME END: 2004-04-02T00:00:00 * ELEVATION: -3426.0 m * CAMPAIGN: Exp306 (North Atlantic Climate 2) (URI: https://doi.org/10.2204/iodp.proc.303306.2006) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * DEVICE: Composite Core (COMPCORE)
Comment:	DEPTH, sediment (m) is given in mbsf.
Parameter(s):	Sample code/label (Sample label) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
	Sample code/label 2 (Sample label 2) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk) * METHOD: ODP sample designation (URI: hdl:10013/epic.27914.d001) * COMMENT: A/W referes to work or archive half
	DEPTH, sediment/rock [m] (Depth) * GEOCODE
	Depth, composite [mcd] (Depth comp) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk) * METHOD: Intercore correlation
	Depth, composite, adjusted [amcd] (Depth adj mcd) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk) * METHOD: Intercore correlation
	AGE [ka BP] (Age) * GEOCODE
	Sedimentation rate [cm/ka] (Sed rate) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk) * METHOD: Calculated
	n-Alkane, non reworked [ng/g] (n-Alkane non-rew) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
	Accumulation rate, n-Alkane, non-reworked [ng/cm**2/ka] (Acc rate n-Alkane non-rew) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
	C26-alkan-1-ol [ng/g] (C26-alkan-1-ol) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
	Accumulation rate, C26-alkan-1-ol [ng/cm**2/ka] (Acc rate C26-alkan-1-ol) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
	Sea surface temperature, annual mean [°C] (SST (1-12)) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	21096 data points
*/
Sample label	Sample label 2	Depth [m]	Depth comp [mcd]	Depth adj mcd [amcd]	Age [ka BP]	Sed rate [cm/ka]	n-Alkane non-rew [ng/g]	Acc rate n-Alkane non-rew [ng/cm**2/ka]	C26-alkan-1-ol [ng/g]	Acc rate C26-alkan-1-ol [ng/cm**2/ka]	SST (1-12) [°C]
50022757	306-U1313C-5H-4A,56-58	36.26	40.80	40.85	841.98	3.59	41.78	139.10			17.12
50022758	306-U1313C-5H-4A,58-60	36.28	40.82	40.87	842.53	3.59	42.63	140.04			15.99
50022759	306-U1313C-5H-4A,60-62	36.30	40.84	40.89	843.09	3.59	41.90	135.38			16.32
50022760	306-U1313C-5H-4A,62-64	36.32	40.86	40.91	843.65	3.59	40.90	137.88			17.48
50022761	306-U1313C-5H-4A,64-66	36.34	40.88	40.93	844.21	3.59	42.56	142.97			17.28
50022763	306-U1313C-5H-4A,68-70	36.38	40.92	40.97	845.32	3.59	38.91	132.89			16.73
50022764	306-U1313C-5H-4A,70-72	36.40	40.94	40.99	845.88	3.59	36.22	120.86			16.75
50022765	306-U1313C-5H-4A,72-74	36.42	40.96	41.01	846.44	3.58	18.20	61.21			17.13
50022767	306-U1313C-5H-4A,76-78	36.46	41.00	41.05	847.55	3.58	36.42	125.68			17.09
50022768	306-U1313C-5H-4A,78-80	36.48	41.02	41.07	848.11	3.59	35.66	123.25			17.16
50022769	306-U1313C-5H-4A,80-82	36.50	41.04	41.09	848.67	3.59	21.81	73.81			17.55
50022770	306-U1313C-5H-4A,82-84	36.52	41.06	41.11	849.23	3.59	17.50	59.85			17.51
50022771	306-U1313C-5H-4A,84-86	36.54	41.08	41.13	849.78	3.59	15.79	53.12			15.31
50022772	306-U1313C-5H-4A,86-88	36.56	41.10	41.15	850.34	3.59	120.94	394.32			16.18
50022774	306-U1313C-5H-4A,90-92	36.60	41.14	41.19	851.46	3.59	77.94	238.10			14.81
50022775	306-U1313C-5H-4A,92-94	36.62	41.16	41.21	852.01	3.59	63.19	196.48			15.08
50022776	306-U1313C-5H-4A,94-96	36.64	41.18	41.23	852.57	3.58	51.72	164.39			16.15
50022777	306-U1313C-5H-4A,96-98	36.66	41.20	41.25	853.13	3.58	38.64	124.77			16.37
50022778	306-U1313C-5H-4A,98-100	36.68	41.22	41.27	853.69	3.59	43.53	142.20			15.75
50022779	306-U1313C-5H-4A,100-102	36.70	41.24	41.29	854.24	3.59	30.36	101.17			17.26
50022780	306-U1313C-5H-4A,102-104	36.72	41.26	41.31	854.80	3.59	37.40	125.69			16.47
50022781	306-U1313C-5H-4A,104-106	36.74	41.28	41.33	855.36	3.59	25.79	87.62			15.86
50022782	306-U1313C-5H-4A,106-108	36.76	41.30	41.35	855.92	3.59	26.04	90.82			16.64
50022783	306-U1313C-5H-4A,108-110	36.78	41.32	41.37	856.47	3.59	28.57	101.99			16.61
50022784	306-U1313C-5H-4A,110-112	36.80	41.34	41.39	857.03	3.59	38.09	132.35			17.50
50022785	306-U1313C-5H-4A,112-114	36.82	41.36	41.41	857.59	3.59	32.65	115.84	5.41	19.19	19.46
50022786	306-U1313C-5H-4A,114-116	36.84	41.38	41.43	858.15	3.59	48.16	172.53			17.06
50022787	306-U1313C-5H-4A,116-118	36.86	41.40	41.45	858.70	3.58	17.62	62.15			17.77
50022788	306-U1313C-5H-4A,118-120	36.88	41.42	41.47	859.26	3.58	51.09	175.41			16.67
50022789	306-U1313C-5H-4A,120-122	36.90	41.44	41.49	859.82	3.58	16.68	57.67			18.16
50022790	306-U1313C-5H-4A,122-124	36.92	41.46	41.52	860.66	3.59	33.57	118.09			17.48
50022791	306-U1313C-5H-4A,124-126	36.94	41.48	41.54	861.21	3.59	46.77	161.02			16.44
50022792	306-U1313C-5H-4A,126-128	36.96	41.50	41.56	861.77	3.59	35.52	119.09			16.27
50022793	306-U1313C-5H-4A,128-130	36.98	41.52	41.58	862.33	3.59	95.05	310.34			16.37
50022794	306-U1313C-5H-4A,130-132	37.00	41.54	41.60	862.89	3.59	50.00	155.31			15.43
50022795	306-U1313C-5H-4A,132-134	37.02	41.56	41.62	863.44	3.59	56.46	182.55			16.68
50022796	306-U1313C-5H-4A,134-136	37.04	41.58	41.64	864.00	3.59	62.77	195.75			14.97
50022797	306-U1313C-5H-4A,136-138	37.06	41.60	41.66	864.56	3.59	95.56	294.12			12.26
50022798	306-U1313C-5H-4A,138-140	37.08	41.62	41.68	865.12	3.58	148.38	466.16			14.52
50022799	306-U1313C-5H-4A,140-142	37.10	41.64	41.70	865.68	3.58	58.87	180.78			15.38
50022800	306-U1313C-5H-4A,142-144	37.12	41.66	41.72	866.23	3.58	77.94	226.10			11.55
50022801	306-U1313C-5H-4A,144-146	37.14	41.68	41.74	866.79	3.59	101.76	285.03			11.51
50022802	306-U1313C-5H-4A,146-148	37.16	41.70	41.76	867.35	3.59	104.32	290.78	20.85	58.12	10.96
50022803	306-U1313C-5H-4A,148-150	37.18	41.72	41.78	867.91	3.59	84.54	236.81			11.48
50022804	306-U1313C-5H-5A,0-2	37.20	41.74	41.80	868.46	3.59	199.84	537.99			13.42
50022805	306-U1313C-5H-5A,2-4	37.22	41.76	41.82	869.02	3.59	100.34	259.20			12.90
50022808	306-U1313C-5H-5A,8-10	37.28	41.82	41.88	870.69	3.59	100.97	224.64			14.26
50022810	306-U1313C-5H-5A,12-14	37.32	41.86	41.91	871.53	3.58	177.57	409.11	70.01	161.30	12.85
50022811	306-U1313C-5H-5A,14-16	37.34	41.88	41.93	872.09	3.58	138.10	325.34			13.56
50022813	306-U1313C-5H-5A,18-20	37.38	41.92	41.97	873.20	3.59	162.82	372.19			13.44
50022814	306-U1313C-5H-5A,20-22	37.40	41.94	41.99	873.76	3.59	197.81	432.69			12.08
50022815	306-U1313C-5H-5A,22-24	37.42	41.96	42.01	874.32	3.59	228.22	499.20			11.93
50022816	306-U1313C-5H-5A,24-26	37.44	41.98	42.03	874.88	3.59	122.01	286.80			12.65
50022818	306-U1313C-5H-5A,28-30	37.48	42.02	42.07	875.99	3.59	223.78	513.35			13.38
50022819	306-U1313C-5H-5A,30-32	37.50	42.04	42.09	876.55	3.59	273.48	595.09	251.99	548.34	12.61
50022820	306-U1313C-5H-5A,32-34	37.52	42.06	42.11	877.10	3.59	216.03	490.68			13.50
50022821	306-U1313C-5H-5A,34-36	37.54	42.08	42.13	877.62	3.87	247.85	600.55			12.94
50022823	306-U1313C-5H-5A,38-40	37.58	42.12	42.16	878.29	4.48	206.59	571.34			13.44
50022824	306-U1313C-5H-5A,40-42	37.60	42.14	42.18	878.74	4.48	254.10	707.06			12.07
50022825	306-U1313C-5H-5A,42-44	37.62	42.16	42.20	879.18	4.48	263.89	782.17	238.19	705.99	12.80
50022826	306-U1313C-5H-5A,44-46	37.64	42.18	42.22	879.63	4.48	225.82	690.15			12.84
50022828	306-U1313C-5H-5A,48-50	37.68	42.22	42.26	880.52	4.48	215.15	717.90			13.01
50022829	306-U1313C-5H-5A,50-52	37.70	42.24	42.28	880.97	4.48	289.89	968.93			13.78
50022831	306-U1313C-5H-5A,54-56	37.74	42.28	42.32	881.86	4.48	159.26	531.86			14.63
50022833	306-U1313C-5H-5A,58-60	37.78	42.32	42.36	882.75	4.48	242.91	800.56			13.20
50022834	306-U1313C-5H-5A,60-62	37.80	42.34	42.37	882.97	4.48	168.82	587.00			15.11
50022835	306-U1313C-5H-5A,62-64	37.82	42.36	42.39	883.42	4.48	256.11	860.02			13.70
50022836	306-U1313C-5H-5A,64-66	37.84	42.38	42.41	883.87	4.48	254.31	837.76			14.27
50022838	306-U1313C-5H-5A,68-70	37.88	42.42	42.45	884.76	4.48	216.00	690.11			10.90
50022839	306-U1313C-5H-5A,70-72	37.90	42.44	42.47	885.20	4.48	385.29	1113.07			12.82
50022840	306-U1313C-5H-5A,72-74	37.92	42.46	42.49	885.65	4.48	448.88	1322.23	165.09	486.28	10.89
50022841	306-U1313C-5H-5A,74-76	37.94	42.48	42.51	886.10	4.48	247.37	727.96			11.36
50022843	306-U1313C-5H-5A,78-80	37.98	42.52	42.55	886.99	4.48	397.48	1107.16	148.12	412.59	10.42
50022844	306-U1313C-5H-5A,80-82	38.00	42.54	42.57	887.43	4.48	272.10	730.16			13.34
50022845	306-U1313C-5H-5A,82-84	38.02	42.56	42.59	887.88	4.48	277.23	743.92			12.64
50022846	306-U1313C-5H-5A,84-86	38.04	42.58	42.61	888.33	4.48	415.98	1231.22			11.19
50022848	306-U1313C-5H-5A,88-90	38.08	42.62	42.64	889.00	4.48	220.66	564.62			13.16
50022849	306-U1313C-5H-5A,90-92	38.10	42.64	42.66	889.44	4.48	204.48	508.14			13.45
50022850	306-U1313C-5H-5A,92-94	38.12	42.66	42.68	889.89	4.48	356.22	899.34			11.74
50022851	306-U1313C-5H-5A,94-96	38.14	42.68	42.70	890.33	4.48	241.22	622.69			12.91
50022853	306-U1313C-5H-5A,98-100	38.18	42.72	42.74	891.23	4.48	299.61	768.31	144.08	369.47	13.54
50022854	306-U1313C-5H-5A,100-102	38.20	42.74	42.76	891.67	4.48	231.45	614.53			13.47
50022855	306-U1313C-5H-5A,102-104	38.22	42.76	42.78	892.12	4.48	375.12	955.57			12.89
50022856	306-U1313C-5H-5A,104-106	38.24	42.78	42.80	892.56	4.48	355.50	932.30			12.57
50022858	306-U1313C-5H-5A,108-110	38.28	42.82	42.84	893.46	4.48	259.00	731.35			13.70
50022859	306-U1313C-5H-5A,110-112	38.30	42.84	42.85	893.68	4.48	210.41	598.90			14.10
50022860	306-U1313C-5H-5A,112-114	38.32	42.86	42.87	894.13	4.48	315.56	910.74			13.76
50022861	306-U1313C-5H-5A,114-116	38.34	42.88	42.89	894.57	4.48	231.32	669.89			14.18
50022863	306-U1313C-5H-5A,118-120	38.38	42.92	42.93	895.46	4.48	222.14	677.62			15.17
50022864	306-U1313C-5H-5A,120-122	38.40	42.94	42.95	895.91	4.48	180.47	554.61			14.67
50022865	306-U1313C-5H-5A,122-124	38.42	42.96	42.97	896.36	4.48	232.58	704.20			14.20
50022866	306-U1313C-5H-5A,124-126	38.44	42.98	42.99	896.80	4.48	231.08	757.97	74.23	243.46	14.82
50022868	306-U1313C-5H-5A,128-130	38.48	43.02	43.03	897.69	4.48	142.90	530.70			15.22
50022869	306-U1313C-5H-5A,130-132	38.50	43.04	43.05	898.14	4.48	117.13	456.23			15.48
50022870	306-U1313C-5H-5A,132-134	38.52	43.06	43.07	898.59	4.48	145.07	570.80			15.74
50022871	306-U1313C-5H-5A,134-136	38.54	43.08	43.08	898.81	4.48	65.25	252.97			15.50
50022873	306-U1313C-5H-5A,138-140	38.58	43.12	43.12	899.70	4.48	72.33	289.32			15.27
50022874	306-U1313C-5H-5A,140-142	38.60	43.14	43.14	900.15	4.48	104.16	439.65			15.61
50022875	306-U1313C-5H-5A,142-144	38.62	43.16	43.16	900.59	4.48	73.60	308.15			15.25
50022876	306-U1313C-5H-5A,144-146	38.64	43.18	43.18	901.04	4.48	106.17	449.97			15.38
50022878	306-U1313C-5H-5A,148-150	38.68	43.22	43.22	901.93	4.48	76.57	328.19	22.15	94.95	14.64
50022879	306-U1313C-5H-6A,0-2	38.70	43.24	43.24	902.38	4.48	73.32	314.70			16.05
50022880	306-U1313C-5H-6A,2-4	38.72	43.26	43.26	902.82	4.48	168.84	725.62			16.74
50022881	306-U1313C-5H-6A,4-6	38.74	43.28	43.28	903.27	4.48	69.93	300.91			15.72
50022883	306-U1313C-5H-6A,8-10	38.78	43.32	43.31	903.94	4.48	73.52	303.58	29.21	120.62	15.33
50022884	306-U1313C-5H-6A,10-12	38.80	43.34	43.33	904.39	4.48	92.07	380.15			15.53
50022885	306-U1313C-5H-6A,12-14	38.82	43.36	43.35	904.83	4.48	91.43	361.44			15.99
50022886	306-U1313C-5H-6A,14-16	38.84	43.38	43.37	905.28	4.48	127.90	503.25			15.32
50022888	306-U1313C-5H-6A,18-20	38.88	43.42	43.41	906.17	4.48	165.85	619.23			13.87
50022889	306-U1313C-5H-6A,20-22	38.90	43.44	43.43	906.62	4.48	129.78	507.36			13.48
50022890	306-U1313C-5H-6A,22-24	38.92	43.46	43.45	907.06	4.48	107.75	402.88			13.93
50022891	306-U1313C-5H-6A,24-26	38.94	43.48	43.47	907.51	4.48	91.65	354.41			13.86
50022893	306-U1313C-5H-6A,28-30	38.98	43.52	43.51	908.40	4.48	165.89	676.96	34.80	142.03	14.72
50022894	306-U1313C-5H-6A,30-32	39.00	43.54	43.53	908.85	4.48	81.59	342.65			15.21
50022895	306-U1313C-5H-6A,32-34	39.02	43.56	43.55	909.29	4.48	116.61	472.56			14.96
50022896	306-U1313C-5H-6A,34-36	39.04	43.58	43.56	909.52	4.48	65.18	266.19			15.45
50022898	306-U1313C-5H-6A,38-40	39.08	43.62	43.60	910.41	4.48	53.15	219.69			16.24
50022899	306-U1313C-5H-6A,40-42	39.10	43.64	43.62	910.85	4.48	71.08	299.03			16.01
50022900	306-U1313C-5H-6A,42-44	39.12	43.66	43.64	911.30	4.48	66.10	290.43			15.42
50022901	306-U1313C-5H-6A,44-46	39.14	43.68	43.66	911.75	4.48	76.39	335.99			15.89
50022903	306-U1313C-5H-6A,48-50	39.18	43.72	43.70	912.64	4.48	122.17	515.35	21.53	90.82	15.61
50022904	306-U1313C-5H-6A,50-52	39.20	43.74	43.72	913.08	4.48	114.34	487.48			15.91
50022905	306-U1313C-5H-6A,52-54	39.22	43.76	43.74	913.53	4.48	260.46	1126.76			16.44
50022906	306-U1313C-5H-6A,54-56	39.24	43.78	43.76	913.98	4.48	120.18	517.18			16.42
50022908	306-U1313C-5H-6A,58-60	39.28	43.82	43.80	914.87	4.48	114.30	475.49			16.85
50022909	306-U1313C-5H-6A,60-62	39.30	43.84	43.82	915.32	4.48	259.58	1031.32			15.26
50022910	306-U1313C-5H-6A,62-64	39.32	43.86	43.84	915.76	4.48	299.31	1128.10			13.83
50022911	306-U1313C-5H-6A,64-66	39.34	43.88	43.86	916.21	4.48	305.26	1088.24			13.59
50022913	306-U1313C-5H-6A,68-70	39.38	43.92	43.90	917.10	4.48	381.97	1288.63	78.88	266.12	13.01
50022914	306-U1313C-5H-6A,70-72	39.40	43.94	43.92	917.55	4.48	260.66	867.53			12.89
50022915	306-U1313C-5H-6A,72-74	39.42	43.96	43.94	917.99	4.48	248.05	821.37			12.84
50022916	306-U1313C-5H-6A,74-76	39.44	43.98	43.96	918.44	4.48	236.12	810.95			13.12
50022918	306-U1313C-5H-6A,78-80	39.48	44.02	44.00	919.33	4.48	329.04	1096.53			12.50
50022919	306-U1313C-5H-6A,80-82	39.50	44.04	44.02	919.78	4.48	263.83	906.12			12.69
50022920	306-U1313C-5H-6A,82-84	39.52	44.06	44.04	920.22	4.48	312.76	1051.12			12.76
50022921	306-U1313C-5H-6A,84-86	39.54	44.08	44.06	920.67	4.48	195.70	654.94	231.50	774.74	12.88
50022923	306-U1313C-5H-6A,88-90	39.58	44.12	44.10	921.56	4.48	204.62	700.44			12.37
50022924	306-U1313C-5H-6A,90-92	39.60	44.14	44.12	922.01	4.48	283.44	1021.68			12.76
50022925	306-U1313C-5H-6A,92-94	39.62	44.16	44.14	922.45	4.48	163.46	561.40			13.65
50022926	306-U1313C-5H-6A,94-96	39.64	44.18	44.16	922.90	4.48	380.81	1272.29			13.62
50022928	306-U1313C-5H-6A,98-100	39.68	44.22	44.21	924.24	3.72	359.87	1064.37	218.21	645.41	13.83
50022929	306-U1313C-5H-6A,100-102	39.70	44.24	44.23	924.80	3.59	220.10	615.95			14.44
50022930	306-U1313C-5H-6A,102-104	39.72	44.26	44.25	925.36	3.59	206.78	603.35			14.54
50022931	306-U1313C-5H-6A,104-106	39.74	44.28	44.27	925.92	3.59	204.99	608.35			15.04
50022933	306-U1313C-5H-6A,108-110	39.78	44.32	44.31	927.03	3.59	480.76	1451.86			13.57
50022934	306-U1313C-5H-6A,110-112	39.80	44.34	44.33	927.59	3.59	362.17	1067.45			14.36
50022935	306-U1313C-5H-6A,112-114	39.82	44.36	44.35	928.15	3.59	197.07	600.51			13.77
50022936	306-U1313C-5H-6A,114-116	39.84	44.38	44.37	928.70	3.59	162.81	509.59	139.89	437.86	13.82
50022938	306-U1313C-5H-6A,118-120	39.88	44.42	44.41	929.82	3.59	171.98	554.67			15.20
50022939	306-U1313C-5H-6A,120-122	39.90	44.44	44.43	930.38	3.58	214.19	662.62			14.59
50022940	306-U1313C-5H-6A,122-124	39.92	44.46	44.45	930.93	3.58	250.54	827.99			14.59
50022941	306-U1313C-5H-6A,124-126	39.94	44.48	44.47	931.49	3.59	463.21	1549.11			13.29
50022943	306-U1313C-5H-6A,128-130	39.98	44.52	44.51	932.61	3.59	255.05	833.58	239.63	783.19	11.13
50022944	306-U1313C-5H-6A,130-132	40.00	44.54	44.53	933.16	3.59	207.99	706.22			14.02
50022945	306-U1313C-5H-6A,132-134	40.02	44.56	44.55	933.72	3.59	230.70	780.17			14.35
50022946	306-U1313C-5H-6A,134-136	40.04	44.58	44.57	934.28	3.59	240.31	797.14			14.92
50022948	306-U1313C-5H-6A,138-140	40.08	44.62	44.61	935.39	3.59	182.17	615.83			14.00
50022949	306-U1313C-5H-6A,140-142	40.10	44.64	44.63	935.95	3.59	94.96	323.81			15.72
50022950	306-U1313C-5H-6A,142-144	40.12	44.66	44.66	936.79	3.58	86.74	302.01			15.86
50022951	306-U1313C-5H-6A,144-146	40.14	44.68	44.68	937.35	3.58	94.47	325.67	43.82	151.08	17.40
50022953	306-U1313C-5H-6A,148-150	40.18	44.72	44.72	938.46	3.59	123.26	426.71			15.20
50022954	306-U1313C-5H-7A,0-2	40.20	44.74	44.74	939.02	3.59	131.96	461.15			15.49
50022955	306-U1313C-5H-7A,2-4	40.22	44.76	44.76	939.58	3.59	92.78	327.28			16.08
50022956	306-U1313C-5H-7A,4-6	40.24	44.78	44.78	940.13	3.59	53.89	191.85			15.21
50022958	306-U1313C-5H-7A,8-10	40.28	44.82	44.82	941.25	3.59	53.63	189.46			15.44
50022959	306-U1313C-5H-7A,10-12	40.30	44.84	44.84	941.81	3.59	50.75	172.59			15.54
50022960	306-U1313C-5H-7A,12-14	40.32	44.86	44.86	942.36	3.58	51.67	182.14			16.64
50022961	306-U1313C-5H-7A,14-16	40.34	44.88	44.88	942.92	3.58	51.09	184.59			14.11
50022963	306-U1313C-5H-7A,18-20	40.38	44.92	44.92	944.04	3.59	52.63	182.58			16.52
50022964	306-U1313C-5H-7A,20-22	40.40	44.94	44.94	944.60	3.59	42.37	146.73			14.80
50022965	306-U1313C-5H-7A,22-24	40.42	44.96	44.96	945.15	3.59	54.49	183.76			17.16
50022966	306-U1313C-5H-7A,24-26	40.44	44.98	44.98	945.71	3.59	30.66	103.66			17.35
50022968	306-U1313C-5H-7A,28-30	40.48	45.02	45.02	946.83	3.59	35.01	122.50			16.63
50022969	306-U1313C-5H-7A,30-32	40.50	45.04	45.04	947.38	3.59	18.89	64.46			16.91
50022970	306-U1313C-5H-7A,32-34	40.52	45.06	45.06	947.94	3.59	22.28	75.81			15.95
50022971	306-U1313C-5H-7A,34-36	40.54	45.08	45.09	948.78	3.59	21.10	72.20	12.93	44.25	17.20
50022973	306-U1313C-5H-7A,38-40	40.58	45.12	45.13	949.89	3.58	61.37	215.49			18.27
50022974	306-U1313C-5H-7A,40-42	40.60	45.14	45.15	950.45	3.59	30.03	102.65			15.24
50022975	306-U1313C-5H-7A,42-44	40.62	45.16	45.17	951.01	3.59	24.65	88.73			16.69
50022976	306-U1313C-5H-7A,44-46	40.64	45.18	45.19	951.57	3.59	24.32	88.41			15.66
50022978	306-U1313C-5H-7A,48-50	40.68	45.22	45.23	952.68	3.59	42.10	147.49			16.48
50022979	306-U1313C-5H-7A,50-52	40.70	45.24	45.25	953.24	3.59	28.60	103.44			17.48
50022980	306-U1313C-5H-7A,52-54	40.72	45.26	45.27	953.80	3.59	21.90	77.50			17.77
50022983	306-U1313C-5H-7A,58-60	40.78	45.32	45.33	955.47	3.59	31.72	114.24			18.26
50022984	306-U1313C-5H-7A,60-62	40.80	45.34	45.35	956.03	3.58	99.21	363.62			18.26
50022985	306-U1313C-5H-7A,62-64	40.82	45.36	45.37	956.58	3.59	26.61	93.62			19.77
50022986	306-U1313C-5H-7A,64-66	40.84	45.38	45.39	957.14	3.59	89.66	319.98			19.00
50020735	306-U1313B-5H-4A,30-32	39.20	45.40	45.40	957.42	3.59	53.76	192.97			20.01
50020736	306-U1313B-5H-4A,32-34	39.22	45.42	45.42	957.98	3.59	90.94	321.99			19.20
50022988	306-U1313C-5H-7A,68-70	40.88	45.42	45.43	958.26	3.59	29.02	102.75			19.70
50020737	306-U1313B-5H-4A,34-36	39.24	45.44	45.44	958.54	3.59	94.07	336.49			19.22
50022989	306-U1313C-5H-7A,70-72	40.90	45.44	45.45	958.81	3.59	60.49	216.37			17.64
50020738	306-U1313B-5H-4A,36-38	39.26	45.46	45.46	959.09	3.59	22.46	81.26			20.24
50022990	306-U1313C-5H-7A,72-74	40.92	45.46	45.47	959.37	3.59	22.74	82.27	8.48	30.69	20.27
50020739	306-U1313B-5H-4A,38-40	39.28	45.48	45.48	959.65	3.59	26.47	98.02			18.12
50020740	306-U1313B-5H-4A,40-42	39.30	45.50	45.50	960.21	3.59	23.78	89.88			19.10
50022991	306-U1313C-5H-7A,74-76	40.94	45.48	45.50	960.21	3.59	26.14	96.77			20.28
50020741	306-U1313B-5H-4A,42-44	39.32	45.52	45.52	960.76	3.59	33.14	126.27			18.45
50022993	306-U1313C-5H-7A,78-80	40.98	45.52	45.54	961.32	3.59	21.73	82.74			16.87
50020742	306-U1313B-5H-4A,44-46	39.34	45.54	45.54	961.32	3.59	40.67	153.06			19.89
50020743	306-U1313B-5H-4A,46-48	39.36	45.56	45.56	961.88	4.90	57.66	293.16			16.43
50020744	306-U1313B-5H-4A,48-50	39.38	45.58	45.58	962.29	4.90	48.38	243.17			19.92
50020746	306-U1313B-5H-4A,52-54	39.42	45.62	45.62	963.11	4.90					19.91
50020747	306-U1313B-5H-4A,54-56	39.44	45.64	45.64	963.51	4.90	92.10	461.47			15.85
50020748	306-U1313B-5H-4A,56-58	39.46	45.66	45.66	963.92	4.90	104.93	512.10			16.09
50020749	306-U1313B-5H-4A,58-60	39.48	45.68	45.68	964.33	4.90	137.56	645.58			15.51
50020751	306-U1313B-5H-4A,62-64	39.52	45.72	45.72	965.15	4.90	189.36	813.56			13.01
50020752	306-U1313B-5H-4A,64-66	39.54	45.74	45.74	965.55	4.90	200.85	868.52			13.84
50020753	306-U1313B-5H-4A,66-68	39.56	45.76	45.76	965.96	4.90	188.99	788.57	123.64	515.88	11.80
50020756	306-U1313B-5H-4A,72-74	39.62	45.82	45.82	967.19	4.90	158.14	666.22			14.55
50020758	306-U1313B-5H-4A,76-78	39.66	45.86	45.86	968.00	4.90	134.70	542.62			15.63
50020763	306-U1313B-5H-4A,86-88	39.76	45.96	45.96	970.04	4.90	147.94	632.64			17.52
50020768	306-U1313B-5H-4A,96-98	39.86	46.06	46.06	972.08	4.90	84.83	358.54	113.37	479.18	18.21
50020773	306-U1313B-5H-4A,106-108	39.96	46.16	46.16	974.12	4.90	84.64	369.92	55.14	240.99	18.12
50020778	306-U1313B-5H-4A,116-118	40.06	46.26	46.26	976.16	4.90	20.71	96.18			18.98
50020783	306-U1313B-5H-4A,126-128	40.16	46.36	46.36	978.21	4.90	61.54	295.37			17.57
50020788	306-U1313B-5H-4A,136-138	40.26	46.46	46.46	980.25	4.90	112.21	524.53	55.59	259.86	15.09
50020793	306-U1313B-5H-4A,146-148	40.36	46.56	46.56	982.29	4.90	55.65	272.27			16.58
50020798	306-U1313B-5H-5A,6-8	40.46	46.66	46.66	984.33	4.90	73.58	366.98			17.08
50020802	306-U1313B-5H-5A,14-16	40.54	46.74	46.74	985.96	4.90	104.56	521.97			16.31
50020806	306-U1313B-5H-5A,22-24	40.62	46.82	46.82	987.59	4.90	144.14	651.88	109.70	496.11	12.98
50020811	306-U1313B-5H-5A,32-34	40.72	46.92	46.92	989.25	6.37	73.54	432.66			16.06
80020114	306-U1313B-5H-5W,38-40	40.78	46.98	46.98	990.20	6.37	74.89	427.60	38.76	221.34	16.37
50020819	306-U1313B-5H-5A,48-50	40.88	47.08	47.08	991.76	6.37	68.24	393.64			17.19
